Id;Imię;Nazwisko;Data Urodzenia;Data Rejestracji;Pesel
3991;NADIA;MANKIEWICZ;19-12-1951;12-03-2016;152041148452
3992;ROKSANA;GAPINSKA;01-09-1998;25-12-2019;773062908153
3993;LEOKADIA;WIECEK;25-05-1951;20-05-2016;962071642830
3994;HALYNA;DEREN;30-04-1968;17-06-2016;974072944521
3995;OLAF;KALINA;12-12-1977;12-09-2017;373082185590
3996;GRAZYNA;BILINSKA;02-08-1955;05-12-2016;175050890578
3997;ALDONA;PYKA;07-11-1955;04-05-2017;795120845236
3998;YELYZAVETA;BAS;25-09-1975;06-08-2019;154121601441
3999;VITALII;BULKA;24-08-2002;30-12-2016;397120314094
4000;KSAWERY;MALYSA;12-10-1985;14-04-2016;656082329622
4001;BOGUSLAW;GULCZYNSKI;21-02-1994;20-07-2016;295121029666
4002;ANDRII;GAGALA;02-01-1996;01-07-2018;577020188960
4003;STEFAN;RADECKI;26-09-1984;09-10-2019;161012867260
4004;WOJCIECH;WOLNY;08-08-1972;23-02-2019;895100453564
4005;RENATA;CZUB;05-03-1960;03-11-2016;965011856621
4006;VIKTORIIA;OGINSKA;23-01-1977;07-10-2019;300112626612
4007;RYSZARD;NAPIERALA;06-05-1959;03-11-2019;779092867313
4008;JADWIGA;RICHTER;09-08-1975;29-06-2016;984101177049
4009;IVAN;NAJDA;07-04-1954;21-10-2019;961100521697
4010;STANISLAW;PIECHNIK;11-06-1980;02-07-2016;755090865465
4011;LAURA;ENGEL;02-12-1999;14-09-2017;474072468858
4012;KORNELIA;ARMATA;17-01-1976;23-05-2017;686062603642
4013;YELYZAVETA;ANTOS;19-08-1960;31-03-2018;173050351568
4014;MIECZYSLAWA;LEWANDOWSKA;07-11-1990;02-09-2017;852082272183
4015;MARLENA;CENTKOWSKA;17-08-1951;02-08-2019;592092476492
4016;GENOWEFA;KUKLINSKA;26-07-1973;19-01-2018;179041933259
4017;JANUSZ;KUBICA;28-07-1984;09-04-2016;156051613145
4018;IZABELA;SZABLEWSKA;02-03-1988;13-04-2018;180041454265
4019;TOMASZ;AUGUSCIK;27-01-1958;14-05-2019;679102763632
4020;BRONISLAW;NOCUN;06-04-1961;03-02-2018;965122272646
4021;WIESLAW;SERWIN;06-12-1973;14-09-2019;482061403136
4022;ANDRZEJ;POKORSKI;10-01-1988;13-10-2018;682122420434
4023;LUIZA;KOMENDA;13-07-1979;05-05-2017;792072067326
4024;OLEH;PRZYCHODZEN;12-10-1980;02-02-2017;163092051338
4025;HANNA;NAROZNA;21-02-1998;29-03-2017;399071075952
4026;KORNELIA;SLIWOWSKA;11-08-1962;06-11-2019;861111116652
4027;DIANA;PODSTAWKA;03-02-1969;25-10-2018;161060167139
4028;STANISLAW;MATVIICHUK;12-05-1993;01-01-2019;683100895114
4029;HENRYK;KOBIALKA;19-07-1987;16-11-2017;875042390487
4030;LAURA;BRONK;06-02-1952;19-07-2016;555021383916
4031;WIKTORIA;ILNICKA;30-09-1955;25-12-2019;484062423693
4032;MARLENA;WDOWIAK;29-12-1989;04-09-2019;469082185931
4033;EWELINA;KUZMENKO;28-06-1975;04-05-2016;654101735904
4034;BRUNO;CENTKOWSKI;04-06-2001;19-08-2017;478110538560
4035;DENYS;KOWNACKI;24-11-1979;20-05-2017;991081733308
4036;RADOSLAW;HETMAN;29-10-1993;04-12-2018;876061265907
4037;MARIUSZ;LI;19-08-1998;24-11-2019;782051019132
4038;BOGDAN;KRZYSZTOFIK;29-04-1997;26-05-2018;851072372007
4039;VLADYSLAV;SZOSTEK;08-06-1982;08-02-2019;776100200275
4040;ZDZISLAWA;GAJDA;19-07-1987;25-06-2019;188042148928
4041;JULIA;KISZCZAK;17-12-1966;08-04-2016;502052778678
4042;WIKTORIA;BARANSKA;05-04-1993;16-09-2016;597031129543
4043;KLAUDIA;SWIATKOWSKA;19-03-1965;05-03-2017;589070707400
4044;PAULA;WOLOCH;27-07-1968;03-06-2019;665071483010
4045;MARZANNA;TANSKA;07-12-1993;07-09-2019;571081732238
4046;ANNA;GORZYNSKA;22-05-1953;03-11-2019;267091890220
4047;LENA;BOBKOWSKA;01-10-1978;23-11-2016;485101180211
4048;POLINA;DYLAG;09-08-1968;19-12-2016;482032328914
4049;BRUNO;TRAWINSKI;14-12-1982;20-02-2018;301022018539
4050;TATIANA;OCIEPKA;04-10-1976;24-07-2018;254010292799
4051;LECH;HANUS;22-12-1979;17-11-2016;458031583695
4052;ANIELA;GACKOWSKA;15-03-1951;26-08-2019;200121184631
4053;CEZARY;SYPIEN;04-04-2000;31-03-2019;663061859397
4054;MAGDALENA;KULIS;25-08-1985;13-01-2017;599030586893
4055;NADIA;KLOSINSKA;02-06-1964;21-07-2016;476051035389
4056;BOGUSLAW;POKOJSKI;31-01-1956;01-09-2019;899101447055
4057;MAKSYM;MULARSKI;15-02-1952;17-10-2016;665101931416
4058;ALFRED;KANTOR;23-12-1968;21-09-2019;971032165950
4059;RADOSLAW;DEMIANIUK;28-10-1958;25-08-2017;701122101273
4060;EDYTA;WIELICZKO;06-02-1957;21-10-2018;769111668854
4061;EWELINA;TURCZYNSKA;15-01-1981;13-12-2017;770030773005
4062;KAZIMIERZ;PRUS;12-06-1976;11-05-2018;673121805975
4063;KATARZYNA;BIK;26-05-1954;19-12-2019;550073045952
4064;IZABELA;JACHIMOWICZ;05-01-1973;14-12-2019;157122465939
4065;ELZBIETA;GWIAZDOWSKA;03-02-1978;21-07-2018;688032777360
4066;SONIA;TOMCZAK;02-07-1996;15-02-2017;599070592717
4067;CEZARY;BRZEZICKI;14-02-1996;11-08-2017;284121808769
4068;URSZULA;WALUS;27-04-1991;02-06-2017;296080312581
4069;KUBA;MAKAREWICZ;14-02-1979;24-04-2016;285032040564
4070;YURII;GRYC;24-06-1958;27-09-2016;888122972627
4071;WIKTOR;TOMASIK;26-05-1967;22-01-2016;958100192533
4072;CZESLAWA;SROKA;11-11-1954;27-08-2019;474082886383
4073;SIARHEI;MARCHUK;27-12-1993;30-03-2019;764011257561
4074;DMYTRO;MARCINEK;10-08-1959;05-06-2017;251020830333
4075;OLENA;WOLNIEWICZ;26-05-1966;15-01-2018;392010531782
4076;TADEUSZ;MAZGAJ;31-03-1990;29-10-2019;683041992505
4077;JADWIGA;OLSZAK;07-02-1972;24-09-2017;980120881667
4078;PIOTR;WOLOSZ;25-07-1978;30-10-2018;854012710710
4079;MIA;MILCZAREK;07-11-1999;10-07-2016;899072550682
4080;TYMOTEUSZ;BIALEK;19-11-1996;16-04-2017;702062831100
4081;ZANETA;KOSMOWSKA;07-08-1960;31-08-2019;178020970830
4082;POLINA;SHPAK;15-08-1994;07-08-2017;468121286432
4083;BRONISLAWA;KULPA;22-03-1972;21-12-2018;789062572240
4084;MIROSLAW;KARBOWSKI;28-09-1994;06-03-2019;485030662055
4085;JULIAN;BIALOBRZESKI;21-08-1966;20-05-2019;198030330433
4086;ROZA;ROMANENKO;01-05-1986;01-01-2017;989103129848
4087;WIOLETA;SIERON;13-04-1951;06-01-2018;289073063347
4088;EDMUND;SOLINSKI;27-12-1959;06-03-2016;801051184577
4089;KORNEL;ZWIERZYNSKI;11-01-1983;04-01-2016;963050441254
4090;MARIOLA;FIALKOWSKA;08-12-1971;24-02-2016;360031667265
4091;HUBERT;ZALESKI;23-07-1964;28-12-2019;659011701484
4092;YEVHENII;ZALEWSKI;16-06-1965;24-12-2018;975071840762
4093;WACLAW;RZEZNICZAK;23-06-1977;13-12-2016;656072201795
4094;BOLESLAW;KOPINSKI;24-05-2000;06-01-2016;571082197199
4095;DMYTRO;JANCZURA;18-03-1964;04-03-2019;557120223280
4096;HENRYKA;FRONC;01-06-1977;13-06-2019;892020856069
4097;JANINA;MIKULSKA;22-03-1952;24-01-2018;179120978217
4098;HENRYKA;ZAIETS;27-05-1989;20-10-2017;995041310972
4099;MARZANNA;WDOWIAK;26-10-1950;22-10-2018;296061422415
4100;OLGA;MOTYKA;05-09-1958;08-07-2019;578080755122
4101;ARKADIUSZ;OSIADACZ;27-12-1995;25-11-2018;481052341624
4102;MARIKA;JARUGA;21-04-1978;16-08-2017;393021052727
4103;JAROSLAW;BRATKOWSKI;05-04-1973;17-02-2016;280122933118
4104;LILIIA;BARANOWSKA;21-07-1990;24-06-2016;901071372882
4105;MAGDALENA;PLICHTA;17-06-1977;13-04-2019;453111474432
4106;BRONISLAWA;BACZKOWSKA;29-08-1972;20-06-2017;676070386996
4107;ARTEM;WACH;28-05-1958;22-12-2019;583011746540
4108;ANDREI;SKORKA;02-02-1995;13-08-2019;365041388557
4109;SANDRA;WOLOS;16-12-1977;11-08-2016;385021472073
4110;YEVHEN;SOKOLSKI;13-05-1990;19-05-2018;752082814744
4111;ADRIANNA;KALISZEWSKA;15-05-1995;10-02-2016;273100399282
4112;POLINA;GACA;07-08-1960;15-09-2018;575022668930
4113;KSAWERY;LUSZCZEK;25-06-1963;13-10-2019;589090783821
4114;LILIANA;LUDWICZAK;30-12-1997;08-12-2018;990010732388
4115;ZDZISLAWA;LUBOWIECKA;16-09-1992;26-06-2017;777110383153
4116;LUCYNA;SZARY;22-07-1958;10-05-2019;350051801599
4117;OLEKSANDR;JACHIMOWSKI;18-11-1987;15-07-2018;481090781747
4118;GERTRUDA;KULIKOWSKA;06-09-2002;01-09-2018;750112784668
4119;LUDWIK;WALIGORSKI;21-05-1996;21-05-2017;786052264564
4120;ZDZISLAW;KACPRZYK;25-12-1981;09-06-2017;590010989772
4121;NATAN;GIERON;05-02-1976;17-08-2017;453042635515
4122;MARIANA;KOLANKO;11-08-1977;19-12-2019;687072813632
4123;SEBASTIAN;KALUCKI;21-07-1986;26-04-2019;972092998389
4124;IRENEUSZ;SIEDLACZEK;28-01-1991;04-10-2017;555052612806
4125;CELINA;SOLINSKA;29-11-1981;09-10-2017;876092230146
4126;WIESLAWA;FERET;14-09-1997;10-10-2019;888022528196
4127;ANETA;RZEPA;22-09-1977;26-06-2018;760041534035
4128;BARTOSZ;KUC;16-10-1955;29-12-2018;392010588140
4129;FRANCISZEK;SMOLARCZYK;15-07-1957;21-01-2016;773020399778
4130;PAWEL;KMITA;26-07-1981;24-11-2019;567041542510
4131;DAMIAN;WINNICKI;08-12-1960;03-05-2018;588012397623
4132;ROZA;CZARNIAK;06-02-1994;15-11-2018;673010402038
4133;NATALIA;KULIK;26-01-1990;06-06-2018;162061233120
4134;MARZANNA;POLOK;29-11-1960;06-12-2018;388112843759
4135;HENRYKA;BACZYK;30-10-1969;13-05-2018;799102882751
4136;IGA;JEZIERSKA;06-02-1955;03-05-2018;569031792981
4137;PIOTR;JANECKI;03-03-1991;04-06-2017;693082976416
4138;LUIZA;OWCZARSKA;26-04-1967;13-04-2017;967073050892
4139;OLEKSII;KAPELA;02-05-1973;28-06-2018;454031602840
4140;KUBA;PAWINSKI;17-05-1984;14-04-2017;658012003828
4141;HALINA;NIEDZIALKOWSKA;24-09-1967;04-01-2017;200040537612
4142;ZDZISLAWA;SZYMULA;06-09-1983;19-12-2017;791010203175
4143;AGATA;BALCERAK;18-12-1951;30-11-2019;262101537931
4144;ILONA;KACHEL;30-09-1969;11-10-2019;898040753425
4145;OLEKSANDRA;KWASNY;11-02-1956;22-05-2016;562032107524
4146;WLODZIMIERZ;MILCZANOWSKI;25-12-1953;16-08-2019;956010891738
4147;HENRYKA;POLITOWSKA;30-05-1960;14-12-2016;563051862001
4148;BARTLOMIEJ;STOKLOSA;03-11-1981;20-11-2019;195011094644
4149;ALEKSANDRA;MIS;23-08-1996;24-10-2016;479072755426
4150;MARCELINA;KUNC;31-12-1956;06-12-2018;575021697324
4151;BERNADETA;SLOMINSKA;09-09-1953;23-09-2016;783033177942
4152;ILONA;OSUCHOWSKA;18-02-1950;08-02-2017;655080566594
4153;ALICJA;MISTA;14-11-1960;31-12-2019;871072430790
4154;IWONA;DURAK;09-12-1976;18-03-2016;199042137632
4155;MARIA;BALCER;20-02-1963;08-01-2017;268102686670
4156;HENRYKA;CUPIAL;06-09-1967;03-02-2016;296050460994
4157;BERNADETA;NASKRET;27-11-1991;29-08-2017;975080924591
4158;NIKOLA;JUCHNIEWICZ;15-10-1998;19-06-2017;893062337221
4159;TOMASZ;PLOSKI;03-11-1986;21-08-2018;462031345866
4160;YELYZAVETA;SPIEWAK;12-05-1961;22-12-2016;253112933978
4161;KLARA;PARTYKA;17-02-1988;13-12-2016;989052098296
4162;ADRIAN;NASILOWSKI;17-04-1965;31-03-2019;196092300930
4163;MIA;AKSAMIT;12-09-1964;22-03-2017;878122221444
4164;DANYLO;POSLUSZNY;27-09-1971;15-08-2019;264082063590
4165;JADWIGA;KOSTENKO;20-01-1973;24-05-2016;301111266607
4166;ALIAKSANDR;BATKO;10-11-1972;13-06-2017;800041912707
4167;DOROTA;KLUK;05-02-1953;24-05-2019;280070350524
4168;VICTORIA;LYCZKOWSKA;16-10-1975;04-09-2016;484052918391
4169;ANIELA;ZABORSKA;31-05-1966;09-11-2019;564092223947
4170;JEDRZEJ;ZIOLO;30-04-1983;03-06-2018;286121056873
4171;RYSZARD;CHLOPECKI;15-06-1995;06-05-2018;398030226746
4172;LUCJA;KUS;24-10-1997;05-05-2018;181120781737
4173;ANDZELIKA;PROKOP;17-06-1955;21-03-2016;560071208813
4174;LEON;MARSZALEK;28-07-1983;05-04-2017;158071820031
4175;TAMARA;RAJEWSKA;04-02-1959;06-10-2017;887031341854
4176;NINA;DREWNOWSKA;03-09-1965;26-09-2017;985112730714
4177;ARKADIUSZ;BARTKOWIAK;04-03-1990;02-02-2019;770100564137
4178;EDMUND;GUMINSKI;18-09-1970;04-04-2018;952011221768
4179;JOZEFA;LASKA;01-09-1998;18-02-2017;600031374573
4180;MARIANA;SZUSTER;13-04-1966;10-02-2017;570060948218
4181;BOGUMILA;KUZIA;10-12-1996;14-07-2019;164041562260
4182;MARK;FELIKS;13-01-1996;26-02-2019;377041235874
4183;SARA;GLOWA;15-10-1962;05-03-2016;385092230639
4184;ZDZISLAW;RADTKE;16-08-1987;13-03-2018;802092339438
4185;LUCYNA;KWASNIEWSKA;23-03-1984;06-04-2017;473090317938
4186;JUSTYNA;JALOSZYNSKA;02-12-1950;23-05-2019;867090508756
4187;IWONA;SOWINSKA;18-05-1981;19-10-2016;869062174309
4188;ALLA;RODAK;05-12-1983;07-01-2019;569120398409
4189;RADOSLAW;FAFARA;01-08-2002;17-09-2017;667091811988
4190;KARINA;DROZDEK;22-06-1970;13-04-2017;554090328901
4191;GRACJAN;OKONSKI;17-11-1979;20-08-2016;287050616912
4192;OLEH;KOLANOWSKI;08-08-1950;18-12-2019;167042333124
4193;WERONIKA;NGUYỄN;22-08-1975;07-05-2016;965080704419
4194;ALBERT;TRETIAK;07-02-1951;22-02-2016;869042357215
4195;SANDRA;WAWRZYNOWICZ;28-11-1968;24-10-2016;162082120348
4196;DAWID;PLICH;23-02-1978;15-07-2018;501120519216
4197;VICTORIA;LABUDA;25-07-1979;06-08-2017;251062077582
4198;MICHALINA;LESNIK;26-02-1968;07-11-2016;769072438978
4199;JUSTYNA;LASKOWSKA;24-02-1989;15-10-2019;259121726249
4200;VITALII;JONCZYK;03-06-2000;12-01-2016;700102093278
4201;WIOLETTA;SAVCHUK;13-06-1996;14-08-2016;885122332471
4202;KLARA;MILEWICZ;24-05-1971;07-11-2017;270030759725
4203;KAZIMIERZ;STOCHMAL;11-07-1986;16-03-2018;662101422659
4204;KORNELIA;SOSINSKA;04-06-1959;24-09-2016;771122418047
4205;ALLA;SAVCHUK;17-12-1989;04-07-2019;768021252854
4206;HALINA;ROZYNSKA;23-01-2000;21-06-2018;286112173262
4207;KAZIMIERZ;AVRAMENKO;04-08-2001;22-02-2016;952052512437
4208;VICTORIA;JARON;22-12-1997;11-12-2017;802030676377
4209;ALONA;KLINKOSZ;18-03-1972;16-07-2019;955030883023
4210;CEZARY;JELONEK;18-05-1974;30-11-2017;481011101196
4211;MALWINA;DUCHNOWSKA;12-11-1958;09-01-2017;550031777065
4212;HALINA;BALCERZAK;24-03-1996;02-03-2018;901122604754
4213;OLENA;MLYNARSKA;06-03-1976;07-12-2019;555011718856
4214;HENRYK;BIESIADA;06-10-1994;13-04-2018;865040364649
4215;DIANA;WOCH;24-08-2002;04-04-2019;763121902043
4216;OLGA;PIECHOTA;13-12-1981;26-03-2019;859020509347
4217;ADRIAN;CHUDZICKI;26-07-2001;28-04-2018;489032383349
4218;POLA;KACZKOWSKA;08-09-1979;14-11-2018;593011906378
4219;IGOR;CIESLUK;12-08-1996;01-04-2017;659060321974
4220;KRYSTIAN;KULCZYNSKI;23-03-1967;13-06-2019;860112676805
4221;SVITLANA;POZORSKA;22-06-1982;07-02-2018;178022180781
4222;ALONA;DANILEWICZ;17-05-1955;12-05-2017;962070416850
4223;KONRAD;KUCIEL;04-11-1968;07-07-2017;371032825309
4224;PATRYCJA;LESNIEWICZ;09-05-1983;09-11-2017;263070207643
4225;MARCIN;KAZIMIERCZAK;27-10-1980;28-06-2018;575121370814
4226;EMIL;GACA;25-11-1977;27-07-2018;901102409378
4227;ANETA;GEISLER;28-04-1991;06-01-2017;761031164091
4228;KALINA;NAWROT;23-06-1999;12-06-2017;565110871833
4229;BLAZEJ;KONARZEWSKI;25-08-1986;11-05-2017;396081942988
4230;WIESLAW;TUTKA;04-01-1999;26-10-2018;456102046963
4231;HENRYK;SLIZ;20-10-1953;04-12-2018;954072989057
4232;KAZIMIERA;CHARKIEWICZ;22-09-1989;22-04-2017;471112072585
4233;ZANETA;GAPSKA;27-08-1978;18-07-2019;195100721671
4234;KHRYSTYNA;JAKUBEK;25-12-1991;10-11-2016;862050847332
4235;MIECZYSLAW;JAMROZIK;14-05-2000;25-09-2018;161041446236
4236;IGA;WILCZEK;13-04-1955;04-04-2018;789011076607
4237;ZOFIA;IWANICKA;08-04-1971;25-07-2017;252031394310
4238;ANTONI;WOLOWICZ;17-03-1960;01-12-2016;772121432175
4239;VIOLETTA;FILIPEK;27-11-1952;27-12-2018;378032672948
4240;LUKASZ;STATKIEWICZ;07-11-1994;24-01-2018;658020613989
4241;VLADYSLAV;BOMBA;05-12-1950;28-08-2018;893111695376
4242;MACIEJ;SWIADER;10-10-2001;21-07-2017;761040467794
4243;NATAN;MICHALUK;23-01-1994;01-10-2016;591071841863
4244;LARYSA;ZYCHOWSKA;12-11-1980;16-08-2019;386090516715
4245;DAWID;KOLASINSKI;29-05-1951;16-03-2019;191110697539
4246;BOGUSLAW;KARLINSKI;07-03-1973;15-06-2017;869032729642
4247;NATALIIA;WEJMAN;17-10-1960;01-08-2018;196081420301
4248;ALONA;PASHCHENKO;14-01-1961;02-06-2016;654121140581
4249;SERHII;KUTYLA;22-06-1984;01-07-2019;864040261205
4250;YEVHENII;CALUS;29-05-1976;30-04-2016;363071287098
4251;EDWARD;SMOLIK;16-04-1968;05-08-2017;178100736474
4252;ALDONA;GLOWACZ;06-04-1963;04-11-2018;180100167779
4253;LECH;KAZIMIERSKI;07-08-1987;04-06-2019;770041262015
4254;DIANA;LABECKA;25-03-1957;29-06-2019;864033121383
4255;JEDRZEJ;KOTULSKI;08-06-1966;05-05-2018;865022736653
4256;MACIEJ;ANTAS;27-07-1997;19-01-2017;880092257598
4257;WALDEMAR;KAMIENIECKI;17-03-1967;29-02-2016;861120546783
4258;JEDRZEJ;WRONOWSKI;08-03-1994;02-04-2018;988081641041
4259;MARK;NIEDZIELA;11-06-1988;03-04-2019;484051305828
4260;DAMIAN;IDZIKOWSKI;03-04-1987;24-03-2018;660113041501
4261;CZESLAW;TCHORZ;03-01-1978;14-08-2017;288102365316
4262;ADRIAN;PRZYBYCIEN;31-07-1980;25-11-2017;664061309977
4263;ARTUR;LASINSKI;15-12-1995;18-01-2018;979082852440
4264;OLEKSII;SUCHAN;20-03-1975;05-10-2016;573011474041
4265;VIKTORIIA;PETRYK;06-04-1994;28-06-2018;501062251121
4266;DOMINIK;KROCZEK;15-02-1951;19-07-2019;553042703716
4267;KRYSTIAN;ROSTEK;04-02-1956;10-05-2016;457081717582
4268;FRANCISZEK;SZLEK;03-06-1976;26-05-2016;901122513850
4269;OLENA;SOBIECH;25-04-1956;10-12-2017;757061369602
4270;TARAS;KESKA;30-08-1995;08-07-2017;100092137371
4271;MARYNA;BATOR;17-08-1980;30-01-2016;377020838876
4272;BOGUSLAWA;IVASHCHENKO;27-03-1960;04-11-2018;992022598395
4273;DANIELA;BIALOWAS;15-09-1968;25-04-2019;376090393571
4274;CECYLIA;RATAJCZAK;09-01-1969;06-12-2018;985022179252
4275;HALYNA;JURKOWSKA;19-03-1960;21-06-2017;992041820684
4276;MARZANNA;KISZKA;18-10-1953;06-12-2017;959100601540
4277;KAJA;FESENKO;04-05-1970;20-08-2019;494060171187
4278;HALYNA;RUMINSKA;30-10-1959;01-09-2019;380070439245
4279;FRANCISZEK;RACKI;25-09-1989;22-10-2018;997120127352
4280;MILOSZ;BUCZAK;07-08-1988;14-06-2019;357051878304
4281;DENYS;ZACHARIASZ;08-03-1980;11-06-2017;454062620598
4282;ZANETA;SIEKIERA;20-07-1983;24-03-2019;368052182038
4283;HUBERT;SZUBERT;10-06-1953;27-03-2018;264061795827
4284;OLIVIER;JARCZEWSKI;05-07-1995;01-12-2019;794092509365
4285;IGA;MLYNEK;20-05-1997;13-02-2016;755042654884
4286;ALIAKSANDR;MAJ;15-08-1960;29-01-2019;883122618875
4287;WIOLETTA;DOLECKA;10-12-1973;29-08-2017;686061377398
4288;NORBERT;DATA;30-07-1983;06-11-2016;592051289503
4289;BOGDAN;NAKIELSKI;16-01-1981;26-04-2018;892043032518
4290;MARYNA;GORA;29-04-1984;30-05-2018;180042141910
4291;VICTORIA;BANASIEWICZ;08-02-1954;12-12-2018;378122293171
4292;JANINA;BOZEK;17-02-1987;07-01-2019;496011444414
4293;KORNEL;OCHOCKI;12-06-1973;23-02-2018;367061832566
4294;MAREK;WOJTALA;06-09-1986;14-10-2016;972031852901
4295;SEBASTIAN;MIRGA;04-09-1990;22-05-2016;960081018484
4296;STEFANIA;BIEDA;10-08-1953;27-06-2018;881120580473
4297;VICTORIA;KAIM;07-12-1975;19-05-2017;194051531928
4298;ADRIANNA;DUDKOWSKA;07-12-1960;09-03-2018;684022065896
4299;LUKASZ;JEDRAS;11-01-1959;09-03-2019;552022536106
4300;MAKSYMILIAN;SIENKOWSKI;16-10-1967;11-04-2017;550021382109
4301;ALONA;KAPELA;14-11-1986;26-01-2019;293110783135
4302;BOZENNA;SITARZ;11-11-1970;22-11-2016;654021069470
4303;NATALIIA;KAPUSTA;26-04-1987;29-07-2018;261103071877
4304;DANIEL;PIJANOWSKI;06-10-1994;06-01-2018;598100391281
4305;VIKTORIIA;SWIDEREK;12-02-1994;30-12-2017;879051342609
4306;DAVID;ABRAMOWICZ;20-10-1952;14-12-2018;253092481878
4307;PATRYCJA;REBACZ;31-07-1981;17-12-2017;176091069385
4308;ADRIANNA;GRZESZCZAK;16-05-1954;29-03-2018;583010511504
4309;IGNACY;LOZINSKI;24-09-1971;23-07-2016;158083041668
4310;VALERIIA;BOROWY;08-06-1987;02-07-2016;862102445906
4311;SLAWOMIR;SWIST;09-03-1985;20-01-2016;158062396049
4312;DARIUSZ;KOVTUN;03-10-1989;11-03-2019;561051152756
4313;MYKOLA;ZOK;16-11-1990;23-03-2019;384092556144
4314;VITALII;JANECZKO;29-09-1961;26-01-2018;378020947510
4315;LIUBOV;KRZYWDZINSKA;12-04-1976;27-01-2017;573032639908
4316;HENRYK;BIESIADA;11-11-1995;20-04-2017;793101155710
4317;TADEUSZ;KRZYZEWSKI;25-06-1990;28-11-2019;884120740518
4318;VOLODYMYR;LOPATA;17-02-2000;11-09-2018;384121353538
4319;JAROSLAW;SZYC;27-02-1960;20-08-2017;575092903043
4320;GRZEGORZ;WYSOCKI;31-03-1990;08-04-2017;292020856247
4321;MARLENA;PACHLA;20-04-1957;30-01-2016;351051081502
4322;ANTONINA;SKORZEWSKA;15-11-1964;12-06-2016;983112436994
4323;MARCIN;SAVCHENKO;17-10-1975;15-04-2016;993110125377
4324;HENRYK;URBANSKI;27-10-1999;13-08-2017;390070576326
4325;ROBERT;PIETRASIK;19-05-1977;29-05-2019;179072778178
4326;LUCJA;TROJAK;08-09-1976;31-10-2019;787021726417
4327;PATRYK;DZIDA;28-03-1970;02-04-2018;274011008727
4328;RAFAL;HARASIMOWICZ;31-10-1959;05-09-2017;757111970580
4329;OLENA;KUBRAK;04-10-1973;11-09-2019;881090539792
4330;MAGDA;BACZKOWSKA;20-02-1950;19-04-2018;385060843983
4331;OLIWIA;LOCH;16-11-2002;06-01-2019;476061827027
4332;PAVLO;ZORAWSKI;19-10-1985;14-03-2018;479070201680
4333;ROZALIA;ZAJDA;11-07-1982;18-06-2017;678041716941
4334;DIANA;CZERNICKA;29-12-2001;22-12-2016;793091047689
4335;ZDZISLAWA;ROSZYK;14-02-1981;04-08-2016;754092458314
4336;DANYLO;WROBLEWSKI;15-07-1975;27-05-2016;857110181889
4337;GABRIELA;SWIECA;22-04-1967;04-08-2016;491050138003
4338;MARTA;KNOPIK;20-05-1975;30-05-2018;658120338146
4339;MARZENA;BIELICKA;17-08-1964;08-01-2016;152100726663
4340;JAN;PLATEK;27-10-1968;02-04-2016;477122309245
4341;STEFAN;OLES;04-09-2001;27-04-2018;970121444041
4342;ANTONINA;SIECZKA;18-08-1967;28-08-2019;179021750488
4343;GRACJAN;CHMIELOWIEC;27-10-1984;09-02-2019;154091220463
4344;WERONIKA;BULIK;05-05-1976;12-08-2016;980073053496
4345;JULIA;DANECKA;03-06-2000;15-03-2018;580032842213
4346;JOANNA;KURPIEL;22-11-1985;11-02-2016;571092044176
4347;ALDONA;MIERZWA;07-04-1969;09-11-2016;755080974001
4348;REGINA;KLUCZEK;14-02-1975;11-08-2016;561102009254
4349;MYKOLA;CHYLA;24-12-2002;23-09-2016;185082786242
4350;EMILIA;KLUSZCZYNSKA;07-03-1990;28-04-2018;679092800286
4351;KACPER;TANSKI;02-07-1992;16-09-2017;785100967163
4352;WANDA;PRZYBYLA;18-10-1969;30-05-2018;165031286287
4353;KAJA;WOS;20-05-1959;21-08-2016;856042657884
4354;TADEUSZ;WASIAK;23-09-1956;09-12-2018;490120761823
4355;SYLWIA;WLAZLO;27-06-1965;03-12-2017;562092670218
4356;BOGUSLAWA;GACKA;25-11-1979;15-03-2018;392120284625
4357;MONIKA;JASTRZEBOWSKA;09-03-1956;17-01-2017;169052096135
4358;NIKOLA;RYNKOWSKA;01-05-1961;27-08-2016;293100530990
4359;KACPER;POTEMPA;02-02-1975;21-12-2019;897091015697
4360;RENATA;DUCHNOWSKA;24-05-1958;26-03-2018;750121909487
4361;LIDIA;KUBICKA;25-10-1982;10-06-2017;159071114270
4362;ANIELA;WACHOWIAK;09-07-1987;18-06-2019;266050537432
4363;DAWID;GRZYWACZ;24-01-1969;22-07-2017;374072458638
4364;MAGDALENA;CIEZKOWSKA;16-09-1961;03-07-2019;351060706070
4365;STANISLAW;MIZIOLEK;15-05-1959;27-11-2016;581053125001
4366;ROMAN;KOSIK;22-04-1980;03-07-2017;176110591201
4367;MARIANNA;PASTWA;16-04-1986;07-06-2018;683102902075
4368;BOZENNA;HOMA;17-06-1963;26-08-2019;977051205426
4369;ZBIGNIEW;GRABOWSKI;21-07-1998;24-04-2017;176083186176
4370;MARIAN;KUMOR;16-05-1978;14-06-2017;753061927277
4371;DENYS;RYBAK;27-12-1976;04-10-2018;684110771921
4372;GABRIEL;HONCHARENKO;26-05-1994;12-02-2018;288080364631
4373;AGNIESZKA;BLAZEJCZYK;28-08-1977;12-01-2016;183102703312
4374;DOMINIKA;SNIEZEK;18-08-1964;25-10-2016;159030536732
