Id;Imię;Nazwisko;Data Urodzenia;Data Rejestracji;Pesel
8234;LENA;KRASUSKA;20-05-1962;05-02-2018;560061348926
8235;MIECZYSLAWA;MIGDALSKA;29-09-1968;22-11-2018;859102388270
8236;AMELIA;ZARCZYNSKA;04-04-2006;17-07-2018;664051700930
8237;ALDONA;SRODA;20-01-1950;02-08-2019;662010398550
8238;ALONA;GAWEDA;24-04-1974;10-04-2018;187090137642
8239;BOHDAN;MIKLAS;12-09-1952;02-04-2019;106101534119
8240;MYKHAILO;PAZERA;18-05-1986;12-03-2019;581020511925
8241;MAREK;POLOCZEK;31-01-1998;02-12-2017;597110751357
8242;KUBA;RYNKOWSKI;06-08-1959;11-09-2019;651060849052
8243;ZYGMUNT;MIZIOLEK;23-01-1960;23-11-2016;872080209849
8244;EDMUND;MATUSZCZYK;02-02-1961;13-06-2017;879011229106
8245;TOBIASZ;SZCZAWINSKI;25-09-1981;15-04-2019;894110875100
8246;CELINA;MAZURCZAK;24-12-1977;19-02-2017;960021491016
8247;KLARA;GAJOWNICZEK;21-04-1983;21-08-2016;753042605659
8248;TOBIASZ;MARCHEL;03-01-1990;01-11-2019;381022638105
8249;ANDRZEJ;KRUKOWSKI;22-03-1995;14-04-2016;580031557749
8250;JULIA;JEDRYCHOWSKA;03-09-1957;17-05-2018;389012990412
8251;ROKSANA;HNATIUK;16-12-1963;15-02-2016;689030536712
8252;MACIEJ;DYNOWSKI;15-01-2003;01-01-2016;794032734897
8253;MIKOLAJ;CIEPLAK;24-07-1999;06-06-2016;765030125471
8254;REMIGIUSZ;DLUGOSZ;01-04-2002;07-04-2019;885092601886
8255;OLEKSII;SZWEDA;01-12-1968;24-10-2017;755091351469
8256;MARIA;CZABAN;12-07-1967;10-05-2017;783070411240
8257;OLEH;WOJTYSIAK;09-12-1951;10-04-2018;289011680472
8258;MAGDA;GOSTOMSKA;07-01-1998;29-05-2017;591020993354
8259;OLIVIA;LUSZCZ;12-10-1956;07-08-2017;191022550563
8260;KAJA;GROCHOLSKA;19-01-1973;04-08-2017;691091243868
8261;MICHAL;MITORAJ;08-04-1963;01-03-2019;406121501015
8262;MARCELINA;NOWICKA;10-10-1977;07-08-2018;983030163452
8263;VOLODYMYR;KOZIARSKI;26-02-1977;05-06-2016;794082909699
8264;KORNELIA;TANSKA;29-07-1968;28-12-2017;670121541397
8265;DZMITRY;BOROWIAK;30-07-1958;04-10-2018;779082239751
8266;MALWINA;SIEMBIDA;04-02-1955;11-12-2017;474061711395
8267;STEFAN;WISNIEWSKI;27-07-2001;06-04-2016;803040109017
8268;KRYSTYNA;ADLER;21-04-1975;09-02-2018;170112687583
8269;ANTONI;MATERA;03-12-1950;01-01-2017;658090158760
8270;JACEK;TLALKA;10-04-1951;15-04-2018;372042325737
8271;NIKOLA;KUBICZEK;07-05-2002;01-10-2016;154041973059
8272;YEVHEN;LAWICKI;02-08-1984;09-01-2019;977060321514
8273;TOBIASZ;HOFMAN;03-04-2006;27-07-2019;252101871347
8274;BERNADETA;LAPACZ;08-01-1994;25-10-2018;496032168529
8275;HALYNA;STARZEC;24-01-1994;18-04-2016;267103176886
8276;VADYM;KLIMCZYK;16-06-2004;31-12-2017;996021001030
8277;ANDZELIKA;CHMURA;05-09-1965;07-11-2017;550082071600
8278;ZANETA;MATYSIAK;05-01-1964;28-08-2016;961041947848
8279;BARBARA;MEDYNSKA;18-01-2001;14-11-2017;900093097328
8280;JOACHIM;NIEWEGLOWSKI;27-01-1969;12-03-2017;460031898274
8281;DARIA;ZELAZOWSKA;28-06-1973;10-07-2019;357090347497
8282;HENRYK;FROLOV;10-10-1980;30-10-2018;506101047987
8283;LILIIA;KOLISNYK;20-06-1951;11-12-2019;579010478226
8284;GRACJAN;ZAREMBA;20-08-1967;31-08-2017;284111199994
8285;PAULINA;SWIERCZ;21-07-1996;27-02-2019;168072557559
8286;MACIEJ;TRYBULA;06-02-1982;04-12-2019;493012898845
8287;NIKODEM;KLOS;08-10-1995;18-08-2017;553100575245
8288;MAKSYM;ZHANG;31-03-1970;21-10-2017;574111494400
8289;INNA;CZUPRYNSKA;26-06-1974;13-05-2017;763010621549
8290;STANISLAV;RYNDAK;29-10-1966;26-07-2018;378012959972
8291;ROZA;BUSZ;08-03-1963;29-08-2017;267060836358
8292;ERYK;STANEK;03-10-1998;26-05-2016;788111527931
8293;LECH;GAWRYCH;01-11-1982;19-12-2019;774121630963
8294;LESZEK;KUNYSZ;23-08-2003;22-05-2017;276033073241
8295;HENRYK;DAMPS;23-11-1994;04-09-2019;386110768447
8296;VITALII;JANCZAK;24-05-1967;14-10-2018;862052617018
8297;IGNACY;OLSZOWSKI;11-02-1998;10-07-2016;452020312318
8298;ANDREI;POHL;12-12-1963;18-05-2016;974030379978
8299;WIESLAW;WUJEK;14-04-1969;08-10-2016;504061554296
8300;TERESA;WAJDA;08-07-1999;19-07-2016;703112330863
8301;INNA;MIROWSKA;28-02-1970;22-06-2017;855042317533
8302;PIOTR;MALCZYK;20-02-1966;24-07-2018;362092525721
8303;BOZENA;STELMACH;05-03-1951;06-09-2017;979120704966
8304;ROMAN;JAROCKI;12-03-1981;13-08-2019;900123007317
8305;SARA;HENDZEL;11-08-1974;26-02-2017;288082919050
8306;EMIL;BANASIK;21-06-1969;14-10-2019;790040936381
8307;LAURA;OCHNIO;16-09-1993;27-10-2018;590122001610
8308;JERZY;RADEK;13-12-1971;21-11-2016;380041630743
8309;MARIUSZ;BIK;03-04-1981;21-05-2016;656083163677
8310;IZABELA;LABUDA;19-02-1976;04-09-2018;761121453754
8311;MYKOLA;PRUSACZYK;01-07-2005;08-01-2017;377080256411
8312;PAULINA;MARYNOWSKA;11-09-1982;04-07-2016;190121841329
8313;VIOLETTA;LOBODA;08-09-1975;17-11-2016;485062243052
8314;SERHII;PREDKI;29-08-1967;19-11-2016;906052987299
8315;JAN;PIETRASZ;09-07-1957;29-01-2019;288071224584
8316;ARTUR;GLODEK;19-02-1993;20-12-2017;381060632732
8317;OLIVIER;ZUK;28-08-1954;21-09-2017;305101842875
8318;JERZY;SZMYT;04-10-1987;25-04-2018;400021984828
8319;IWONA;KUDLINSKA;20-09-1969;22-02-2017;157042020001
8320;ANDREI;KOKOSZKA;12-09-1956;05-01-2016;156041982299
8321;JACEK;SZCZECHOWICZ;08-07-1988;28-09-2018;187022744705
8322;WALDEMAR;PLICHTA;15-02-1977;11-09-2017;954110817441
8323;SLAWOMIR;JASIAK;17-06-1966;14-02-2019;992022981511
8324;BARTOSZ;ZIENKIEWICZ;28-02-1971;06-06-2017;782090539790
8325;IGOR;WYRZYKOWSKI;09-07-2002;05-02-2019;790121005783
8326;MARLENA;POLIAKOVA;08-04-2004;27-10-2017;967070411378
8327;TARAS;BUGNO;06-07-1976;03-05-2017;760071504373
8328;ANGELIKA;WACLAWSKA;12-05-1972;14-01-2019;174040963997
8329;SEBASTIAN;STRASZAK;25-06-1988;16-01-2019;172122978067
8330;SARA;KOSTENKO;29-10-1969;19-10-2016;904042619474
8331;PIOTR;SIERON;22-02-1986;03-12-2018;886052438621
8332;EUGENIA;WRZESIEN;03-01-1988;16-10-2018;776042300427
8333;VOLODYMYR;PLAZA;15-01-1951;11-07-2019;584101236277
8334;OLEKSII;SNOPEK;15-06-1973;19-03-2017;283021965140
8335;OLIWIER;CHRUSCINSKI;20-11-1954;13-06-2016;174060394835
8336;YEVHEN;STENKA;20-05-1977;19-11-2016;896011559155
8337;CELINA;JESIOLOWSKA;29-07-1985;13-01-2016;789011963359
8338;PRZEMYSLAW;BALUT;30-09-1959;13-10-2017;966050528862
8339;DOROTA;KRAWCZAK;09-04-1965;03-08-2018;464112066087
8340;LEON;SYLWESTRZAK;22-09-1961;20-03-2016;992070983605
8341;LILIANNA;SZOSTAK;29-10-1950;27-04-2018;281101177793
8342;WLADYSLAW;PACAK;07-04-1998;24-09-2017;579122655172
8343;BRUNO;KRUPKA;19-03-1984;09-04-2019;901112897662
8344;PAWEL;CYRAN;15-11-1976;23-11-2017;967051981754
8345;CZESLAW;POLOCZEK;22-12-1997;20-09-2018;571041728533
8346;DANIELA;KADLUBOWSKA;15-07-2003;23-07-2016;671011361627
8347;BOGUSLAW;MANIKOWSKI;27-02-1989;21-08-2018;458090470022
8348;BOHDAN;BERG;20-06-1972;21-05-2017;798122969726
8349;MILOSZ;PACHULSKI;27-03-1996;20-06-2018;202103017241
8350;ROBERT;ZIELINSKI;03-12-1983;25-08-2017;176040482706
8351;HONORATA;TURZYNSKA;05-11-1975;14-12-2017;684101217353
8352;ANATOLII;NIEBRZYDOWSKI;21-03-2004;05-03-2018;604080798196
8353;ANDRZEJ;DYBA;25-10-1951;18-01-2017;103041353669
8354;MARK;GAWORSKI;22-07-1964;16-10-2017;890123041546
8355;SIARHEI;KACZYNSKI;09-03-1997;22-10-2016;585092276725
8356;ILONA;HANDZEL;15-08-1979;26-01-2019;698022046210
8357;TAMARA;LABUZ;20-08-1974;23-06-2019;965012378713
8358;KRZYSZTOF;JAROSZYNSKI;22-01-1993;30-11-2016;655061187750
8359;REGINA;SCIGALA;26-08-2006;19-05-2016;872042738161
8360;ERYK;OSKA;02-03-1956;22-11-2018;350022776780
8361;MARIOLA;BROZEK;30-11-1999;08-09-2017;497021308282
8362;ZDZISLAW;OLIINYK;18-02-1984;20-10-2017;686041560101
8363;BRUNO;ROMAN;19-07-1987;15-01-2019;805071115539
8364;ANTONI;LABEDZKI;08-08-1980;29-06-2018;757021116203
8365;DMYTRO;PRZYCHODZEN;22-05-1984;25-08-2018;206010393686
8366;JOZEF;LIZON;18-11-1968;21-02-2018;792010782542
8367;EDMUND;KURZYNA;04-05-1998;24-07-2019;165031457490
8368;PETRO;GRONSKI;01-12-1981;09-12-2018;258122996707
8369;VIKTOR;MARCINOWSKI;08-11-1986;18-07-2019;990042679046
8370;ANASTAZJA;PAPROTA;31-10-1972;14-04-2016;669071769573
8371;VIKTOR;DOMERACKI;08-03-1956;29-03-2016;803052469103
8372;NIKOLA;LATUSEK;21-12-1979;21-11-2018;189062143029
8373;LIDIA;POGODA;19-09-1991;02-03-2019;875051626508
8374;OLEKSII;SAWKO;12-03-1972;13-07-2019;261101280069
8375;ANITA;JAWOR;18-12-1985;07-06-2016;681122951158
8376;FABIAN;SZCZEPANIEC;21-09-1953;24-12-2019;659101329550
8377;ANTON;LUSZCZAK;06-08-1975;03-10-2017;360030816113
8378;YAROSLAV;KUCHARZYK;01-05-1979;01-08-2018;383092252666
8379;ALFRED;ANDRZEJCZYK;28-11-1996;10-12-2018;251100847684
8380;MARIAN;SALWA;29-04-1997;27-07-2016;761030680534
8381;ERNEST;KAZNOWSKI;06-01-1959;02-02-2019;288050317096
8382;BOGUMIL;PAVLOV;29-03-1968;13-10-2016;963082775251
8383;LIUBOV;MIETKA;11-12-1963;08-10-2017;688041381672
8384;KAMIL;DUCH;24-04-1980;29-05-2019;460121951503
8385;BRONISLAWA;CZERNIAK;22-08-1966;02-02-2017;254051767377
8386;SOFIIA;DABEK;08-08-1983;27-02-2019;697042720997
8387;MAKSYMILIAN;JASZCZUR;02-09-1988;15-03-2018;688053177340
8388;LUCJAN;KOLODZIEJEK;02-03-1953;25-07-2017;105011162832
8389;BOLESLAW;BORUC;16-09-1970;27-02-2016;472113035790
8390;LESLAW;KIELEK;15-07-1991;17-07-2019;982062621236
8391;VITALII;CZYZAK;03-03-1975;22-05-2017;183082462701
8392;KRYSTYNA;POSPIECH;07-04-1966;15-11-2018;288060515293
8393;NELA;NEJMAN;09-03-1955;02-09-2016;590110239177
8394;MICHAL;BIGOS;11-06-1966;02-04-2017;297063022084
8395;OLIWIER;PODRAZA;09-02-1998;08-10-2018;501110891564
8396;VALERII;JARECKI;21-06-2000;24-05-2019;552062916186
8397;LEON;SWIETEK;08-05-1961;10-02-2016;850122216165
8398;MIROSLAWA;SOSINSKA;28-11-1969;22-11-2018;682040587004
8399;NAZAR;MARIANSKI;10-06-1994;14-04-2019;595081444215
8400;MARIANA;PIONTEK;25-10-1984;12-03-2019;194050614107
8401;TETIANA;GLAB;18-07-1992;27-05-2016;491012167085
8402;JOACHIM;BOGACZ;26-04-2000;04-06-2017;267061706849
8403;PATRYK;SKALECKI;25-08-1977;06-10-2017;892011476013
8404;KAMILA;ARCISZEWSKA;23-09-1975;11-11-2019;192082307633
8405;MIKOLAJ;GALKA;04-11-1957;28-07-2018;788080323150
8406;KAROL;ROMANOWICZ;08-10-1976;20-09-2018;988080670136
8407;LUCJAN;KWIECIEN;11-04-1964;13-08-2019;651092537241
8408;LUCJA;GRZADZIEL;08-05-1958;25-12-2016;161081886430
8409;LESLAW;KMAK;01-07-1976;30-08-2018;979060191429
8410;BARBARA;TKACZYK;02-05-1970;13-05-2017;198011595902
8411;NORBERT;RYSZKA;26-11-1989;03-05-2019;486021710070
8412;VADYM;TUSZYNSKI;10-10-1970;01-05-2017;185042259040
8413;CZESLAWA;SZCZEPANIEC;04-06-1973;09-12-2018;663031653206
8414;MARK;SMULSKI;02-08-1955;30-07-2016;879072167629
8415;JOLANTA;NIKOLAIENKO;08-10-1981;19-07-2018;155033064047
8416;KORNELIA;LINKIEWICZ;06-06-1991;30-10-2019;700102786114
8417;ANTONI;LITWINIUK;20-11-1972;28-02-2016;970020798330
8418;ROMUALD;RYZNAR;23-04-1991;08-09-2019;702090477871
8419;CECYLIA;JABLONSKA;06-01-1952;23-04-2019;365112537611
8420;VASYL;KONCZAK;07-10-1974;16-05-2016;301031880381
8421;AGATA;KRAWCZAK;20-12-2001;30-12-2018;552050749331
8422;BOGUSLAWA;KOSTECKA;25-02-1998;09-01-2017;855100791157
8423;NADIIA;SWIATEK;23-06-1991;12-01-2017;371042597201
8424;MARIUSZ;FYDA;19-07-1971;30-11-2018;952081656071
8425;HONORATA;GONET;27-06-1977;03-07-2018;959100237376
8426;VALERII;BRODZINSKI;11-08-1977;28-07-2019;774122722176
8427;MIECZYSLAW;STRZYZ;20-08-1990;27-12-2017;791083038950
8428;KLARA;SWIADER;06-12-1993;31-10-2019;372031740827
8429;LESZEK;BLADEK;16-06-2000;25-06-2018;169022684712
8430;ALEKSANDER;DOBRZYCKI;06-10-1966;04-12-2019;265091671418
8431;PAULA;KUFEL;24-04-2001;16-06-2016;670080966272
8432;GRAZYNA;CHEC;23-02-1953;14-03-2019;362021889251
8433;OLAF;KASPEREK;06-08-1959;01-01-2019;189031450848
8434;DOMINIK;SKOCZEN;17-01-2003;26-02-2016;750011051420
8435;DANIEL;GLAPINSKI;09-02-1999;19-11-2019;655111828471
8436;RAFAL;UCINSKI;28-10-1960;30-04-2017;491022401537
8437;EWA;HAJDUK;22-06-1985;05-12-2016;374082507849
8438;LIUDMYLA;OLSZEWSKA;31-12-1957;17-07-2019;399083149252
8439;ANIELA;MACKOWIAK;27-10-1985;31-10-2018;560042719645
8440;TERESA;PIETRASIAK;06-10-1974;30-03-2017;982031697966
8441;ZDZISLAW;TRZASKOWSKI;10-06-1989;05-06-2019;479051276652
8442;JOLANTA;MYTYCH;31-05-2003;21-01-2017;364111519646
8443;WANDA;JURA;05-03-1952;10-10-2018;900092189936
8444;KRZYSZTOF;KOWALCZYK;06-08-1963;25-01-2018;884051221229
8445;TOMASZ;GALECKI;21-12-1969;20-04-2017;695092062286
8446;ALEXANDER;BRZOSKA;01-12-1972;27-06-2017;205030210240
8447;HUBERT;DOBKOWSKI;05-11-1968;16-07-2017;584071423782
8448;ARLETA;HADRYS;04-05-1959;30-06-2016;172072054754
8449;JOZEF;FLORKIEWICZ;03-09-2000;31-05-2016;895021672908
8450;VASYL;FIGURA;29-01-1962;20-01-2019;656042608273
8451;TARAS;KOZLOWSKI;19-11-1964;17-02-2016;966072885451
8452;BRONISLAWA;WINIARSKA;19-12-1996;26-10-2017;387072690033
8453;WALDEMAR;SATERNUS;15-03-1986;07-09-2018;697102893773
8454;VITALII;PRUSINOWSKI;17-02-1995;13-04-2018;296010798647
8455;KAZIMIERZ;PRUCHNICKI;04-12-1966;11-09-2016;297041909521
8456;PIOTR;BARTOSINSKI;16-02-1978;28-06-2018;991100316075
8457;SOFIIA;BOCZKOWSKA;27-04-1995;21-04-2016;581101109980
8458;ZBIGNIEW;JANISZEK;25-11-1973;28-02-2017;151011020952
8459;GENOWEFA;MURAS;21-11-1952;13-04-2019;982011890646
8460;ANDRZEJ;SKOCZEK;17-12-1973;20-11-2018;967082756315
8461;ADRIANA;SKARBEK;15-08-1960;28-08-2019;665082528612
8462;BOGDAN;SMETEK;26-07-1962;01-01-2017;490102431364
8463;BARTOSZ;JANAS;21-03-1970;17-01-2019;867041326808
8464;JOANNA;STEFANIUK;20-04-1989;09-06-2019;282013094861
8465;MILENA;LUPINSKA;25-02-1953;17-11-2019;787071297195
8466;ROKSANA;WALISZEWSKA;11-02-1982;04-08-2019;850122138807
8467;MIROSLAW;KOPINSKI;24-02-1977;08-11-2019;298090886027
8468;LUCJAN;SACHA;14-03-1967;12-09-2017;490011041145
8469;JOZEF;GRODZICKI;13-01-1970;23-10-2017;284051054104
8470;GENOWEFA;BARTOSZEWICZ;18-10-1994;08-07-2017;459061836734
8471;MARYNA;DENIS;21-08-1964;03-12-2019;453081555570
8472;CECYLIA;PAPRZYCKA;09-02-1957;05-02-2016;603112042987
8473;MALGORZATA;KABZINSKA;04-03-1973;13-03-2019;201040407163
8474;AMELIA;SZELAGOWSKA;01-05-1968;07-07-2017;373062912064
8475;JAN;LOJ;06-01-2000;03-07-2019;576042755458
8476;STANISLAWA;KOSTRO;02-06-1979;29-04-2018;702112297212
8477;VALERII;KOCON;14-02-1965;20-03-2018;779082006352
8478;LESZEK;RYTEL;29-12-1983;26-08-2016;795062175787
8479;TYMOTEUSZ;WALUS;17-04-1955;10-03-2016;469121260248
8480;MIROSLAWA;PACOCHA;27-02-1952;27-06-2018;555080242267
8481;KACPER;GEBICKI;10-05-1958;26-10-2016;763101668702
8482;FILIP;KACPRZAK;04-05-1954;21-12-2017;171032128145
8483;EDMUND;MAJCHROWSKI;08-09-1990;25-11-2019;485112159607
8484;ROMUALD;SUROWIEC;27-11-2002;16-05-2018;387021259831
8485;ROBERT;HADAM;11-05-1970;16-06-2016;861093070068
8486;MARIKA;WITCZAK;11-10-1999;08-01-2019;687012201081
8487;MILOSZ;WIKTOR;06-02-1998;02-05-2016;600071688808
8488;OSKAR;CISEK;07-08-1973;27-03-2017;695071439646
8489;ILONA;LAPKA;13-10-1959;02-12-2018;601020900196
8490;HUBERT;WASIK;19-12-1972;10-06-2019;106021129814
8491;HALINA;GLADKOWSKA;02-03-1974;17-05-2017;294060221567
8492;RADOSLAW;GOSIEWSKI;08-09-1985;19-07-2018;594021554913
8493;PATRYK;KOZICKI;04-03-1955;30-08-2019;698022641131
8494;MAKSYMILIAN;OZDOBA;24-06-2004;27-08-2018;588041777353
8495;TYMON;PRZYBYSLAWSKI;23-03-1967;06-10-2018;304082588009
8496;NIKODEM;STASZEL;10-03-1959;17-05-2016;489030994346
8497;WALDEMAR;ROSZYK;24-02-1987;04-10-2019;797093006085
8498;KAJETAN;MOMOT;12-08-1961;28-02-2018;298121061924
8499;HONORATA;JASTRZEBOWSKA;20-02-1993;24-04-2019;357040232498
8500;BOLESLAW;SZYDELKO;05-06-1984;10-12-2019;365032129027
8501;DANIEL;SCHULZ;29-07-1966;16-04-2017;180111801518
8502;DAMIAN;BIZON;14-05-2004;15-06-2017;983011076058
8503;DAGMARA;DOLEGOWSKA;26-09-1990;08-10-2016;680022483936
8504;ANIELA;BARSZCZEWSKA;20-04-1982;08-04-2019;694092952060
8505;KALINA;FISZER;11-11-1976;16-09-2019;399040890147
8506;MYKHAILO;SAJA;10-01-2000;30-07-2017;283072924282
8507;HALINA;PETRUK;02-09-1979;27-11-2019;653072535950
8508;GABRIEL;GROMEK;24-01-1986;05-08-2018;190080115522
8509;PAWEL;KOTULSKI;12-06-1963;11-07-2017;295111755015
8510;DIANA;OLEKSIUK;11-04-1951;09-03-2019;988070583666
8511;BARBARA;FEDOROVA;28-04-1996;25-11-2019;699123189083
8512;ALONA;NOWOK;28-09-1963;07-12-2016;459021963488
8513;ROZALIA;BERNAS;02-11-1988;12-06-2017;806012684400
8514;WIKTOR;TRAWINSKI;15-11-1978;10-12-2016;187071235746
8515;YEVHENII;BALON;06-12-2005;02-12-2018;567122844685
8516;BOGUSLAWA;KOKOSZKA;17-03-1982;06-06-2018;152092608238
8517;EUGENIUSZ;SMOLARSKI;11-05-2004;31-05-2019;800050266053
8518;HUBERT;JUREWICZ;06-11-1987;13-03-2019;400013012248
8519;SEWERYN;KAPRAL;18-12-1968;01-02-2016;886111086345
8520;HUBERT;PAWLOWSKI;26-06-1981;07-12-2018;284030679773
8521;KRZYSZTOF;WICIK;09-08-1978;31-12-2017;878063001736
8522;OLAF;OPALA;22-04-1987;09-10-2017;583100985112
8523;KARINA;MALINSKA;15-08-1970;07-05-2019;398081298675
8524;ANDREI;KRZYZANIAK;04-06-1970;26-07-2017;364032099938
8525;KALINA;CHOWANIEC;18-08-1953;23-02-2018;792092324144
8526;ARTEM;WALCZAK;20-03-1983;14-11-2017;262080632191
8527;DANYLO;TARAN;29-06-1952;26-06-2019;863091027424
8528;ARTEM;BARANSKI;11-11-1973;29-11-2018;566053102532
8529;TAMARA;ADAMIK;01-03-1957;20-11-2016;865022662636
8530;JULIA;SIECINSKA;15-08-1990;19-01-2018;270050506649
8531;REMIGIUSZ;URBANCZYK;04-11-1986;02-11-2019;973122429539
8532;TARAS;SALEK;12-05-1960;24-10-2016;162112434843
8533;VOLODYMYR;MACIEJCZYK;22-12-1985;21-11-2018;270082602992
8534;NADIIA;GRYGORUK;28-03-1967;12-11-2017;998021744728
8535;MILOSZ;GRONEK;26-08-2004;31-07-2016;253101885486
8536;MARIKA;KUCZ;04-02-2001;24-08-2018;697031910409
8537;NORBERT;SMOLKA;13-08-1974;03-11-2018;193010171229
8538;DZMITRY;TUREK;28-07-2005;19-03-2017;803042817305
8539;AGNIESZKA;LOZINSKA;01-10-1998;17-07-2018;186032411217
8540;BERNARD;TYMINSKI;03-09-1980;25-05-2019;890021286116
8541;MAGDALENA;MYKYTIUK;03-12-1986;03-12-2017;984091874337
8542;NATAN;MELON;13-08-1956;16-10-2017;205072712286
8543;NADIIA;GAZDA;08-01-1969;06-05-2017;952102771928
8544;BOZENNA;JANISZEWSKA;30-09-2001;19-05-2019;465030437190
8545;DANIELA;RATAJCZAK;07-08-1988;26-04-2019;660041031849
8546;ROBERT;WYDRZYNSKI;02-05-1984;10-06-2017;892121253892
8547;CZESLAWA;SMOCZYNSKA;06-12-1959;25-06-2019;171030352883
8548;JULITA;KARPOVA;07-10-1952;12-10-2017;402121398714
8549;EMILIA;PRZYGODZKA;17-01-1967;19-06-2016;481091746972
8550;RUSLAN;KOSCIOLEK;23-11-1982;08-09-2016;678041460584
8551;JERZY;OLSZANSKI;08-05-1995;29-01-2017;102091829531
8552;LILIANA;NICPON;04-01-1996;29-10-2016;150032756120
8553;KAJETAN;KRAKOWSKI;29-01-1965;07-03-2016;964070452640
8554;SYLWESTER;SZYDLO;21-05-1962;07-10-2018;582112423938
8555;ZENON;WOLOSZ;13-05-1982;27-05-2018;260040245356
8556;LENA;GRZYWA;15-06-1950;09-09-2016;591082812439
8557;BARTLOMIEJ;MIKOLAJCZUK;10-03-1961;13-02-2018;671052976581
8558;MIA;NIEDZIOLKA;12-09-1962;04-08-2017;458022623207
8559;DAGMARA;BINKIEWICZ;19-08-1976;15-07-2019;898081238372
8560;ALFRED;MASZOTA;18-10-1972;05-10-2017;590010136456
8561;ANDRZEJ;SAGAN;26-12-1995;09-08-2016;489030111285
8562;ELWIRA;DIDENKO;12-06-1959;14-05-2016;293100501657
8563;ZBIGNIEW;SYPNIEWSKI;19-08-1965;05-05-2019;370050107152
8564;VIKTORIIA;BANIA;17-11-1975;13-05-2017;782060956472
8565;OLENA;PAPIS;29-03-1976;21-03-2017;776092426041
8566;GRZEGORZ;NADOLSKI;23-03-1953;04-09-2019;869040239753
8567;SONIA;DRAGAN;31-10-1993;13-03-2017;153051211339
8568;SLAWOMIR;KROLIK;17-08-1963;19-09-2018;284042430012
8569;ALONA;BRUDNICKA;01-07-1995;16-10-2018;477053140145
8570;ALEX;FLIS;28-11-1996;07-08-2018;251022596226
8571;ERNEST;SMIETANSKI;06-12-1956;08-01-2017;200042497701
8572;JOACHIM;POLEC;05-11-1964;30-07-2016;850080777557
8573;EWELINA;GORZELANCZYK;25-03-1953;20-11-2017;760080796226
8574;MARZANNA;ADAMCZUK;02-12-1999;17-10-2018;163041782690
8575;ROMUALD;SWIERKOWSKI;15-06-2006;30-03-2018;266052618763
8576;MIROSLAW;DEMCHENKO;03-10-1966;20-10-2017;581070510089
8577;LUCJAN;BARTUS;24-02-2001;03-12-2019;989081443119
8578;NIKODEM;CHMIELNICKI;04-03-2006;04-10-2017;587102148070
8579;INNA;KONDRATIUK;15-03-2000;08-08-2017;687010138062
8580;JACEK;ZAWADZKI;27-07-1950;08-09-2017;902041775543
8581;JOZEF;GORALCZYK;27-12-1976;23-08-2018;294041976826
8582;STANISLAW;OPALINSKI;10-06-1981;27-05-2018;680041863962
8583;LIUBOV;STODULSKA;21-07-1977;26-04-2017;564120275767
8584;AURELIA;PERLINSKA;16-10-1973;12-04-2019;685101482416
8585;ARTUR;KOPKA;18-02-1990;05-09-2018;204032280318
8586;ADAM;NIERADKA;07-05-1958;18-01-2017;175020909067
8587;TOBIASZ;RZESZOWSKI;28-05-1952;26-11-2016;799070782892
8588;WANDA;GUGALA;13-07-1955;21-11-2018;682070739453
8589;LIUBOV;LUCZKA;13-09-1987;30-09-2019;565042641761
8590;REMIGIUSZ;BODZIONY;01-10-1990;14-07-2017;261061495024
8591;EUGENIA;WALENTYNOWICZ;15-02-1963;09-06-2017;559082113139
8592;MARYNA;SADOWSKA;27-05-2002;23-04-2018;574040774416
8593;BRUNO;ZIEMIANSKI;17-01-1964;03-02-2017;494112336640
8594;EWA;MEZYNSKA;04-08-2000;20-05-2019;185072473720
8595;ANDREI;KRZESINSKI;10-11-1985;04-11-2016;902012386221
8596;HUBERT;PAZERA;21-12-1999;24-02-2017;773060812396
8597;WANDA;MROZ;18-08-1996;03-12-2019;756033128696
8598;TOBIASZ;EJSMONT;01-04-1961;08-11-2017;403020631180
8599;GRAZYNA;KOSTECKA;20-11-1977;28-07-2016;677060523361
8600;EUGENIUSZ;ZYGADLO;17-03-1967;17-04-2017;777051780829
8601;ZDZISLAW;FRONC;29-10-2000;21-12-2018;502112869822
8602;ZENON;MALYSZ;07-03-2003;14-07-2017;986022796922
8603;HUBERT;PAJOR;24-08-1997;07-11-2019;699021262189
8604;ERYK;GOLEBIOWSKI;26-05-2004;24-08-2019;304101373541
8605;FRANCISZEK;MIROWSKI;19-02-2003;26-09-2019;874071000941
8606;IZABELLA;KOTYNIA;07-09-1993;18-02-2018;186112469788
8607;BRUNO;MISIAK;12-03-1955;11-05-2017;686022294342
8608;INNA;OWSIANKA;25-10-1979;23-08-2018;771020655186
8609;ADAM;PRZYBYLAK;23-03-1968;31-03-2018;499120319015
8610;OLIWIA;CZECHOWSKA;27-04-1983;10-05-2017;259031930774
8611;TATIANA;SKLORZ;08-10-1968;10-08-2016;489020753316
8612;NADIIA;MAKARENKO;16-04-1981;16-04-2018;657030320407
8613;JOZEFA;MATCZAK;21-09-1965;27-09-2017;951090347832
8614;KSAWERY;BUBAK;12-04-1963;17-11-2017;586080856241
8615;MARCEL;GOLBA;09-02-1965;26-01-2016;989080300919
8616;EWELINA;SOBIESIAK;25-09-1996;24-01-2016;788090875947
8617;MAKSYM;BARTOSZ;15-08-1991;14-07-2018;201102989566
